,comment,comment_id,author_url,author_name,reply_count,like_count,date,vidid,total_reply_counts,vid_title,just_date
1676,Isnt jimmy too soft 🥺 12:38 he cried with Omar? He felt so bad for Omar🥺👉👈,UgwC7zNtsWm-0hZZBeB4AaABAg,http://www.youtube.com/channel/UCHorfaAhsEoUVcDZFTDTiSw,Book-id Events' Organizer Tews,0,0,2021-01-13 14:48:41+00:00,yeqARWqjkps,0,"Last To Take Hand Off $1,000,000 Keeps It",2021-01-13
1677,Who else watching this at 2021,Ugy3iR10Fr4hrGG-CtN4AaABAg,http://www.youtube.com/channel/UC_T7RJbpmrm-glIhuIabBdg,legendary dude,0,2,2021-01-13 14:48:33+00:00,QxGVgXf_LNk,0,"Going Through The Same Drive Thru 1,000 Times",2021-01-13
1678,I love this so much,UgxwOTiLQSSp23obawp4AaABAg,http://www.youtube.com/channel/UCUQfuFNsUzBs819WC-O21vQ,Kendall Haha,0,1,2021-01-13 14:48:30+00:00,Er6QUQZbv0w,0,Breaking The Law,2021-01-13
1679,I bet that GameStop member tried to sell him a power rewards membership,Ugz81jB8zlcc0sz0vml4AaABAg,http://www.youtube.com/channel/UCd-QdSMAdjzaO0M0fMD4eHA,Jeremiah Little,0,0,2021-01-13 14:48:22+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1680,"Jimmy: Are you subscribed?
Random dude: Yeah
Jimmy: Here's some money
Me: Bruh",UgyEC9HPGYcIxvAyFXF4AaABAg,http://www.youtube.com/channel/UCRLhsm5MBqz_SqYz_mQNsiA,Radhika Goenka,0,0,2021-01-13 14:48:00+00:00,AiGKBNGlzHo,0,I Ran A Marathon In The World's Largest Shoes,2021-01-13
1681,"The penitent tyvek specifically ask because sundial ignificantly wink underneath a shut adult. wacky, romantic alarm",Ugw2O6Ce8eJ00PSX5zZ4AaABAg,http://www.youtube.com/channel/UCoXRQpBmUE_Ec9Qajqqe1Kg,Marcus Danchision,0,0,2021-01-13 14:47:54+00:00,fWcSBWadolA,0,"Paying People $10,000 To Eat Ghost Pepper",2021-01-13
1682,Btw when you get the money for merch you need to buy more XD,Ugz7DqqohrAnpttmqjx4AaABAg,http://www.youtube.com/channel/UCuoC-tBdDwWSDcrGU08wQrw,Zachary Feldman,0,0,2021-01-13 14:47:33+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1683,"28,369,539 views",UgxWZPezTTie2p76QPN4AaABAg,http://www.youtube.com/channel/UCdRooRfcwfIBWWAvuAb-F9A,Shayna Rivera,0,0,2021-01-13 14:47:26+00:00,AKJfakEsgy0,0,Hi Me In 5 Years,2021-01-13
1684,This is what I wanted to see for new years,UgxantfjfliYNguNmYd4AaABAg,http://www.youtube.com/channel/UCkaOMsoQufLr2XSkmtOsXQw,Cora Afalava,0,0,2021-01-13 14:47:25+00:00,erQ_9yEz0ls,0,"I Bought The World's Largest Firework ($600,000)",2021-01-13
1685,if it came in ur recommendation then u are a legend,UgwkVuJsY9WeyvIdngV4AaABAg,http://www.youtube.com/channel/UCNvbN62CQrwG9xP7rdBJN1w,NeupaneYT,0,0,2021-01-13 14:47:22+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
1686,Jive,UgyXkFiWABUWgzeNuFt4AaABAg,http://www.youtube.com/channel/UCcfQ_GIbw5h-0DS0EdYEp1A,weplayvideogames,0,0,2021-01-13 14:47:15+00:00,YQDDm9HLkV4,0,I Adopted EVERY Dog In A Dog Shelter,2021-01-13
1687,Could Ethan hear the questions...?,UgzDpa1PKP4-LGWCZAF4AaABAg,http://www.youtube.com/channel/UCN20uiiWFyp5_jOuo6XBG5Q,Jacklyn Yeh,0,0,2021-01-13 14:47:11+00:00,A-vX1AGBGsc,0,I Went Back To 1st Grade For A Day,2021-01-13
1688,Tucker,Ugzmz-gq9uoaLgem3el4AaABAg,http://www.youtube.com/channel/UCP2Iflh2sF43WJDIN1cjN4Q,Alijah Senpai,0,0,2021-01-13 14:46:51+00:00,yXWw0_UfSFg,0,Anything You Can Fit In The Circle I’ll Pay For,2021-01-13
1689,"Didn't know he was soo hated before 
but now the mostt lovest one",Ugw4RDxPeyvHT_Y-zaV4AaABAg,http://www.youtube.com/channel/UCNvbN62CQrwG9xP7rdBJN1w,NeupaneYT,0,0,2021-01-13 14:46:50+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
1690,How many hours did he spent underwater?,Ugw6MK9AIK3JEaL36GB4AaABAg,http://www.youtube.com/channel/UCb1hZR2seTABmovn0T7JOSA,"MIranda, Kenneth Brian Student AU Jose Rizal Campus",0,0,2021-01-13 14:46:41+00:00,6_im_hGxGRk,0,Spending 24 Hours Straight Under Water Challenge,2021-01-13
1691,Mr beast for president,UgzRJT0rBhwKXEujUR94AaABAg,http://www.youtube.com/channel/UCleOilujmEAcxkflNdxSWtg,Davxd Nx,0,1,2021-01-13 14:46:29+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1692,500000,UgyHnyapcqFaFVuA8d14AaABAg,http://www.youtube.com/channel/UCYe4LVGyywDUlJnvuXWkQIQ,Power Fn,0,0,2021-01-13 14:46:28+00:00,SZQhgExjBvQ,0,I Survived 24 Hours Straight In Ice,2021-01-13
1693,This is my 153rd account where is my cookie,UgyZ0iGdVxcrKeZMarp4AaABAg,http://www.youtube.com/channel/UC5eNBqVQ36jsBIHzV_QGSxg,Nolan Kenny,0,1,2021-01-13 14:46:17+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
1694,Where's My Cookie,UgwReFSLTxRmcokNTaR4AaABAg,http://www.youtube.com/channel/UCigVHwx_t84scHBYHiwvMng,sc,0,0,2021-01-13 14:46:12+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
1695,"The parched parade evolutionarily perform because garage allegedly destroy including a outrageous slip. wicked, yummy editor",Ugz9RhJE-pmJCPcv-Mx4AaABAg,http://www.youtube.com/channel/UCwwfHHPlXA4bFl6Krzn6x7A,stephen harrison,0,0,2021-01-13 14:46:07+00:00,GLoeAJUcz38,0,"Press This Button To Win $100,000!",2021-01-13
1696,"Mr Beast Sorry International Fans   

Fans Me Eating This From Africa",UgwjdACnjWeGf74b2YF4AaABAg,http://www.youtube.com/channel/UCbsEKo-Iwv-6e7tePZwrbcw,CloudyCraftRoblox,0,0,2021-01-13 14:46:06+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
1697,Did mrbeast  win lucky for life,UgzObTReCKmPkKWKbXJ4AaABAg,http://www.youtube.com/channel/UC_bJsL33cdZY6qXQycKa4Fg,Zayne Kilgore,0,0,2021-01-13 14:46:04+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1698,Does anybody wonder how he has that much money?,UgyF12CJdVq-aMC48tN4AaABAg,http://www.youtube.com/channel/UCaxKkdQKL79XDXxq-i4m4Fw,Camden Bowman,0,0,2021-01-13 14:46:00+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1699,2030?,Ugyn_9p63JERIlMK2ul4AaABAg,http://www.youtube.com/channel/UCRAGlVX0Yoc_kTcx2Z-wNTA,Mateja_Trninic_,0,0,2021-01-13 14:45:57+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
1700,"I will take that Lamborghini in yellow, please.",UgzNIC20WWAuDRRvx4h4AaABAg,http://www.youtube.com/channel/UCDIClRyQatUpgC8b1Oi-1gA,Charley Tank,0,1,2021-01-13 14:45:30+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1701,"bruh the test on 2nd grade is harder then my 7th grade English test.

How the heck are u supposed to know the past tense of ""through""?",UgwuI4AaW9RUbs8sbWl4AaABAg,http://www.youtube.com/channel/UCQu1ASQWI9vy0qiIjh4cY7w,Lego Gun Products,0,0,2021-01-13 14:45:27+00:00,A-vX1AGBGsc,0,I Went Back To 1st Grade For A Day,2021-01-13
1702,I want more of frank,UgyWMsQPxx9ST8ChRid4AaABAg,http://www.youtube.com/channel/UC1LEGBBfAqxGRdyepBbf0Uw,Lucy Gion,0,0,2021-01-13 14:45:24+00:00,n6qc4LHN2KQ,0,I Opened The World's First FREE Store,2021-01-13
1703,"All thanks to *Starvendor* I got my working credit cards💳 with a very high balance from him,He's good",UgwHystaLjuhgdxH8E14AaABAg,http://www.youtube.com/channel/UCeVq2EPtJVTda69VYLTIKGw,Julie Adams,0,0,2021-01-13 14:45:22+00:00,P4qWhSZ7_WA,0,Things That SHOULDN'T Be Sold On Amazon,2021-01-13
1704,"Chris: and oxygen
Me:but we breathe out co2?",UgxTtwjFElyFtfST7Up4AaABAg,http://www.youtube.com/channel/UCk5fjj-yWsYNe_Vwbeo3THA,banana tower,0,0,2021-01-13 14:45:21+00:00,Ooke4YZv8Ts,0,Surviving 24 Hours Straight In A Desert,2021-01-13
1705,Chandlers the best with the money ngl,UgzzCH3xz445U3ZdXFZ4AaABAg,http://www.youtube.com/channel/UCRaxrReCibiWTxrqgCj8mRQ,CcCCHH,0,0,2021-01-13 14:45:04+00:00,59AYXzCa-Cs,0,I Built The World's Largest Lego Tower,2021-01-13
1706,ʀᴇᴀᴅ ᴍʏ ɴᴀᴍᴇ シ,Ugzd0G8EYGF-MxLHxkJ4AaABAg,http://www.youtube.com/channel/UCS5K5rSsIgv0b-NUxU6MWBw,sᴜʙ ᴍᴇ ᴀɴᴅ ɪ ᴡɪʟʟ sᴜʙ ʏᴏᴜ ʙᴀᴄᴋ,0,0,2021-01-13 14:44:59+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1707,OMG 696COMMENTS,UgwZTCuqKBMMXr7_qKB4AaABAg,http://www.youtube.com/channel/UCH5e8WLsrq4-sGpTI5w5PDA,bo i,0,1,2021-01-13 14:44:53+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
1708,What,Ugwxs3rnLqWgnIyegqR4AaABAg,http://www.youtube.com/channel/UCGTWJul7Hsn0YFVG0t_46Sg,Mohamed Dahir,0,0,2021-01-13 14:44:43+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
1709,I’m gonna dance,UgwaRmqnRlPTjaKg8Et4AaABAg,http://www.youtube.com/channel/UCP2Iflh2sF43WJDIN1cjN4Q,Alijah Senpai,0,0,2021-01-13 14:44:38+00:00,yXWw0_UfSFg,0,Anything You Can Fit In The Circle I’ll Pay For,2021-01-13
1710,"This is huge though. 
From a business perspective, this is a very strategic guerilla marketing tactic...
Mr Beast is a true business Man.
Love from Nigeria 😊",UgwnxkL7KdQqEuH1Z3d4AaABAg,http://www.youtube.com/channel/UC1-qHSCpF9PlOP57GCZkKJA,Omolaja itura,0,0,2021-01-13 14:44:35+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
1711,He's so real . I appreciate that,UgwsXcmI5v6eGINDVzN4AaABAg,http://www.youtube.com/channel/UCFJOcy2lBQ-4CWeDT6QLJOw,AdishGaming YT,0,0,2021-01-13 14:44:28+00:00,LP_mGU3CgXk,0,SURPRISING MY BROTHER WITH A LAPTOP,2021-01-13
1712,Lol,UgxeETO2cyFW-k1eDTh4AaABAg,http://www.youtube.com/channel/UC2QaUh9sA0FZYBwLlZQ4jJw,Nazeef’s Gaming channel,0,0,2021-01-13 14:44:25+00:00,8bYzXI7bb8k,0,How Many Balloons Does It Take To Float?,2021-01-13
1713,superb MrBeast,Ugx4l_VPsRMB2BtID-N4AaABAg,http://www.youtube.com/channel/UCokY64F_WLK12pLmaxYe2Gw,ROD Voice,0,0,2021-01-13 14:44:23+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1714,that pizza didnt look that tasty tho,UgzeB3asBgB3WrCXInt4AaABAg,http://www.youtube.com/channel/UCNsZ6zIkYLPwZfy9FzBkrdA,Bahar Bayrak,0,0,2021-01-13 14:44:16+00:00,Rj_vssRaZlQ,0,I Ate The World’s Largest Slice Of Pizza,2021-01-13
1715,Who else watching this at 2021,Ugw_QhfdRWjgyPeYdoV4AaABAg,http://www.youtube.com/channel/UC_T7RJbpmrm-glIhuIabBdg,legendary dude,0,1,2021-01-13 14:44:13+00:00,3TflpIllQHY,0,I Put 100 Million Orbeez In My Friend's Backyard,2021-01-13
1716,I love how a pair of beaten up Jordan is worth less then a calculatorrrr!!!!!!,UgzbygBx8av0htC63f94AaABAg,http://www.youtube.com/channel/UCeoj7SP3F9JJlDqivlbOOCQ,FrEeZZy,0,0,2021-01-13 14:44:13+00:00,anFxsa5jXrE,0,"I Searched 100 Dumpsters, Here's What I Found",2021-01-13
1717,go to all your familys computers and install this virus,UgylInDyuJZWuwrk2XF4AaABAg,http://www.youtube.com/channel/UCNIb-bVUsJCgM6XHuQm486A,Doge Warrior,0,0,2021-01-13 14:44:13+00:00,P4qWhSZ7_WA,0,Things That SHOULDN'T Be Sold On Amazon,2021-01-13
1718,"Chandler: **Mercedes hat**
Beast: **Gucci shirt**",Ugw4Gw-ftqhIFoqSIr94AaABAg,http://www.youtube.com/channel/UC7qQfzmzWuy1W3bj7oulCfg,JJ's animations,0,1,2021-01-13 14:44:04+00:00,RywkkwO78m8,0,Flat Earth PROVEN By Independent Research,2021-01-13
1719,no :( 5:00,UgwwLuZDhJYW1O-lYUl4AaABAg,http://www.youtube.com/channel/UC6zd-RDw_1IXYOMMBrCGqpg,Baby panda the gamer,1,1,2021-01-13 14:44:02+00:00,PKtnafFtfEo,1,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
1720,Fan from the Philippines here,UgxOGVzJ5z7QNe43GlV4AaABAg,http://www.youtube.com/channel/UCGIMfRdjt60zOUn7SrQ1dcg,Junji Enricoso,0,0,2021-01-13 14:43:59+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
1721,MrBeast can you send me a smartphone 😒,UgyGhPsve6IbPQeeYFl4AaABAg,http://www.youtube.com/channel/UC4J1L1-y95sQ4xKHZI4BsdA,05–MD.JAHIDUL ISLAM,0,0,2021-01-13 14:43:56+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1722,How much did the gamestop end up adding up to? I don't think I heard it,Ugz0EP4ImmEw8pyujJ14AaABAg,http://www.youtube.com/channel/UCuDCRiu1BS2thvb4bRpptuw,Asher M,0,0,2021-01-13 14:43:49+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1723,"mrbeast and his gang : ""enter"" managers : ""shocked""",Ugy6rLBnhywf2YElLDB4AaABAg,http://www.youtube.com/channel/UCYZuvNezyRy2bM5Goht5dEQ,Emanuel Dominguez,0,0,2021-01-13 14:43:48+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1724,Meow !!!!,UgwHgKzXrtuF4VfnRXZ4AaABAg,http://www.youtube.com/channel/UCXTOy53UjSmWV51q5tJjBZw,IceWing,0,0,2021-01-13 14:43:46+00:00,rH1D_3G56DY,0,Returning Destroyed Rental Cars Prank,2021-01-13
1725,Next time you should buy everything in a Walmart please do it,UgySXyTfbEe0Eon-lWx4AaABAg,http://www.youtube.com/channel/UC2BmtDDIBpNQTrI9gBwZdng,Hunter Wayman,0,0,2021-01-13 14:43:41+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1726,"Since MrBeast bought everything in those 5 stores,doesn't mean that he owns those 5 stores?",UgxFvnz9NZ92kPOoLqx4AaABAg,http://www.youtube.com/channel/UC1lnH4vNZNkiswcbPiYU-Ig,Hyfiency,1,2,2021-01-13 14:43:39+00:00,5Fg9oZk-5uA,1,I Bought Everything In 5 Stores,2021-01-13
1727,Who else watching this at quarantine,UgyoIdt9djNjNr8Zybh4AaABAg,http://www.youtube.com/channel/UC_T7RJbpmrm-glIhuIabBdg,legendary dude,0,2,2021-01-13 14:43:36+00:00,IiW2smvEcBM,0,I Opened The World’s Cheapest Store,2021-01-13
1728,8000,UgwhfR3K4OXBj_vGSr54AaABAg,http://www.youtube.com/channel/UCqnCCvKyeszSN4AT54m68aA,Daven Dulay,0,0,2021-01-13 14:43:36+00:00,Vl3swga-Xrk,0,"Would You Rather Have A Giant Diamond or $100,000?",2021-01-13
1729,My birthday is on September 1st,Ugy2wP5cmdjuOMerQ-V4AaABAg,http://www.youtube.com/channel/UCc9NexHqBuYbxpz48erTZyA,Marcin Raczynski,0,0,2021-01-13 14:43:33+00:00,3LLnjRLrvLU,0,I Opened A Free Car Dealership,2021-01-13
1730,HE HAS ENDED WORLD HUNGER,UgwD43djXJPG7zSmj5V4AaABAg,http://www.youtube.com/channel/UCDPHHd7Xj03LH2T0m5qxzvg,THE STUPIDITY CHANNEL,0,0,2021-01-13 14:43:32+00:00,ha4tRQwKIUg,0,I Bought Everything In A Store - Challenge,2021-01-13
1731,I’m subscribed,UgzdhZzvG4LlpnaorVF4AaABAg,http://www.youtube.com/channel/UCR20NfdBBiZOVyLPRTFOvdQ,John Nuggets,0,0,2021-01-13 14:43:27+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1732,Bruh look at him now he has over 40m,UgwxrdS-JAb1Qr7XTzB4AaABAg,http://www.youtube.com/channel/UC99n3_PWDepm81F9b7kLP_w,Elias Aziz,0,0,2021-01-13 14:43:19+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
1733,Why are there teacher are so beutiful,Ugw0TeadrcCcL-JvZL14AaABAg,http://www.youtube.com/channel/UC5xxvacdKQH5NjoCdXYmIYw,Lhen Nylle Rayco,0,1,2021-01-13 14:43:15+00:00,A-vX1AGBGsc,0,I Went Back To 1st Grade For A Day,2021-01-13
1734,Can you put a MrBeast burger In Romania,UgxE3lhuvsMZcIMpL_54AaABAg,http://www.youtube.com/channel/UCQ1hflTm7RQbF4f16SdjRIw,Victor Pias,0,0,2021-01-13 14:43:14+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
1735,Me see this : I still miss Rick May :(ไม่,UgyVJ6IKIBDRKY_Ek1V4AaABAg,http://www.youtube.com/channel/UCJONmXuWgyfNJS7AWNMQ_Fw,moai theshooter,0,0,2021-01-13 14:43:13+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
1736,Also did they close the store?,UgwTv_wbM-z1aFUVjIF4AaABAg,http://www.youtube.com/channel/UCuoC-tBdDwWSDcrGU08wQrw,Zachary Feldman,0,0,2021-01-13 14:43:13+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1737,I whould do this.,UgxjGGadomniqlHww1V4AaABAg,http://www.youtube.com/channel/UC3mXYTOb6sovL82Q56VYySA,L Dog,0,0,2021-01-13 14:43:09+00:00,A-vX1AGBGsc,0,I Went Back To 1st Grade For A Day,2021-01-13
1738,The second restaurant is a vegans nightmare,Ugz4KHBO4vwRwalEykh4AaABAg,http://www.youtube.com/channel/UC1UOl5m01-vaktVeF76isZg,The red Tomato,0,0,2021-01-13 14:43:05+00:00,7zi0bi-RDj4,0,"Eating A $10,000 Golden Steak (24k Gold)",2021-01-13
1739,"I feel bad for Carl ,he deserved the Island",UgyE8KZEBAr6GrydiiB4AaABAg,http://www.youtube.com/channel/UChpelFp4-vYgXJ8fWkyNFQQ,Gurshaan Gaming,0,1,2021-01-13 14:43:02+00:00,NkE0AMGzpJY,0,"Last To Leave $800,000 Island Keeps It",2021-01-13
1740,Yes,UgzsDk1ivUQsGbP66iN4AaABAg,http://www.youtube.com/channel/UCWj-_ENcq43bamqP7JlalTA,Rio Beyond,0,0,2021-01-13 14:42:59+00:00,erQ_9yEz0ls,0,"I Bought The World's Largest Firework ($600,000)",2021-01-13
1741,this is phasmophobia irl,UgwPwaGG_Ex6sUzgC8p4AaABAg,http://www.youtube.com/channel/UC-jgeWrxRmNfJOVuTjhpnAw,paul parco,0,0,2021-01-13 14:42:47+00:00,YyhKdOCwD7s,0,24 Hours In The Most Haunted Place On Earth,2021-01-13
1742,Anyone got this recommended after 2 years,UgwvxngXPeyGt565K0R4AaABAg,http://www.youtube.com/channel/UCJddf3JMZuEhHr5z-_YjcSw,Cyber Techno Tamizha,1,2,2021-01-13 14:42:44+00:00,op0N7axawJA,1,"I Gave $20,000 To Random Homeless People",2021-01-13
1743,"If i was the 40,000,000 Mil sub im just gonna ask 10Grand cuz im at Philippines Dude! AHHA",UgzM3TLhWPQfd1tgQEB4AaABAg,http://www.youtube.com/channel/UCHP9SAoY1yGMnhU7hWxy5EQ,BlazingYT,1,0,2021-01-13 14:42:39+00:00,UE5AHE2Ypr8,1,"I Gave My 40,000,000th Subscriber 40 Cars",2021-01-13
1744,international fan 💪💪💪💪💪. Love from India♥️,Ugx1_YfLr2Y8CNdyW7t4AaABAg,http://www.youtube.com/channel/UCeZMokO0dyafVLbfcmciaeA,Random Man,0,0,2021-01-13 14:42:35+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
1745,21:13 : When it’s your Unlucky day😂😂😂,Ugzd8YMsCfJaXkAdFbF4AaABAg,http://www.youtube.com/channel/UChpelFp4-vYgXJ8fWkyNFQQ,Gurshaan Gaming,0,1,2021-01-13 14:42:35+00:00,NkE0AMGzpJY,0,"Last To Leave $800,000 Island Keeps It",2021-01-13
1746,Please help me 10lakhs,Ugz9CAC1MWQ6GHxS2Q54AaABAg,http://www.youtube.com/channel/UCWxXxOS4D0Y0_oZ31JEAP2g,Ëklesh Řoçķ,0,1,2021-01-13 14:42:30+00:00,8D3vI1615K4,0,Fidget Spinner Vs Face (Legit Had To Get Stitches),2021-01-13
1747,WAKANDA FOREVER,UgwRwLLha75yV2Ut2hp4AaABAg,http://www.youtube.com/channel/UCjQIAAct0M9UgHW-rgK-WpA,DomPlayz,0,0,2021-01-13 14:42:30+00:00,PKtnafFtfEo,0,"Youtube Rewind 2020, Thank God It's Over",2021-01-13
1748,hello past peoples i come from 2021 tsearies won,UgzZpYqfKQ2r1h-sReB4AaABAg,http://www.youtube.com/channel/UCYsjf2WGgdIJ9CCL67DGZbw,gaming and fishing,0,0,2021-01-13 14:42:17+00:00,9GD6hbqu2oM,0,I Spent 24 Hours Straight In Slime,2021-01-13
1749,Lego lives matter,Ugw2HgpTjPayJ6JH7_V4AaABAg,http://www.youtube.com/channel/UCQsEUNq_cg6uBRuxbKAj5Rg,Mbaki Mpuchane,0,0,2021-01-13 14:42:13+00:00,XE9pUM9MEFA,0,I Built A Working Car Using Only LEGOS,2021-01-13
1750,BALD GANG,Ugz0XeJX5pgwHq15fK54AaABAg,http://www.youtube.com/channel/UCQkdMRHvu5dL4LoU4XFtF2Q,Austin,1,1,2021-01-13 14:42:09+00:00,5Fg9oZk-5uA,1,I Bought Everything In 5 Stores,2021-01-13
1751,I want a chance to shop with beast.,Ugx8fYoTEYeQxJdh7xV4AaABAg,http://www.youtube.com/channel/UCqzvcNOYZzBKszyAP9Au0Iw,INEVITABLE THANOS,0,0,2021-01-13 14:41:58+00:00,LeYsRMZFUq0,0,"I Gave People $1,000,000 But ONLY 1 Minute To Spend It!",2021-01-13
1752,Where's mah cookie?,UgwlCgzcINx-VhD6kuF4AaABAg,http://www.youtube.com/channel/UCsVpM1Agjwg07IRKoKG212g,McMemer,0,0,2021-01-13 14:41:49+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
1753,why 7:33,UgwJPEauiv3uC_uMz0B4AaABAg,http://www.youtube.com/channel/UCadC5aYbX4e1Fz-hpTr78Dw,camalot1506,0,0,2021-01-13 14:41:48+00:00,RCvnytndd9c,0,"Last To Leave VR Wins $20,000",2021-01-13
1754,After 5 year's I got this recommended.thank god I got it now.,UgxqZyYwyWHl-K84r1x4AaABAg,http://www.youtube.com/channel/UCVhcmtq7VEovQBi90XKBmTw,BASICS of something,0,0,2021-01-13 14:41:41+00:00,TRiF8PdrIP8,0,MrBeast6000's Channel Trailer,2021-01-13
1755,can the other youtubers see that?!,Ugz372MRCyCYKwQ3PnF4AaABAg,http://www.youtube.com/channel/UCPGWKDPaIMfuUOllDeTgzlA,Quinito Travis Corachea,0,0,2021-01-13 14:41:35+00:00,erQ_9yEz0ls,0,"I Bought The World's Largest Firework ($600,000)",2021-01-13
1756,tbh watching Mr.beast makes me wanna give up my perfect Norwegian life just to get free burgers and meet him,UgwOZUxl9VcM4mUWvUd4AaABAg,http://www.youtube.com/channel/UC_Sd-HjwcOFHFiheMmbIWaQ,Marius Synnes,0,1,2021-01-13 14:41:29+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
1757,“ Wow” lol chandler is so funny 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂,UgzciedGRRBZRT7Lt3J4AaABAg,http://www.youtube.com/channel/UCw6r8PQTIiiA-XQH7c7O-3g,GalaxyGG Xtraa,0,0,2021-01-13 14:41:24+00:00,F4Y3Pkn95GI,0,"I Ate A $70,000 Golden Pizza",2021-01-13
1758,feel bad for kobe,UgwEZeT3a2WCyPG2wFp4AaABAg,http://www.youtube.com/channel/UCH9loN99fjPSIjQ-XPtbE-w,Braydon Wice,0,0,2021-01-13 14:41:24+00:00,7zi0bi-RDj4,0,"Eating A $10,000 Golden Steak (24k Gold)",2021-01-13
1759,Go heaven,UgyqTPcmG5IBRGh_GnR4AaABAg,http://www.youtube.com/channel/UCYL10bcJeuyu4VOLeXumWcg,JG GAMING CHANNEL,0,0,2021-01-13 14:41:21+00:00,JTQcIR2ZxU4,0,Homeless Man Buys A Lamborghini,2021-01-13
1760,giving back to community... Nayysuu 👏❤️,UgyiVvVosI3xUU32Rap4AaABAg,http://www.youtube.com/channel/UC9sPQ7hsJpIOL7rmBGa_RSg,Rosie Lee,0,0,2021-01-13 14:41:19+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1761,hey mr beast we are so close to buy are house can u help us 10k,UgyT5U9sdlchp8qpmBx4AaABAg,http://www.youtube.com/channel/UCQiSI_s_DvGZlz4IMskI5MA,Sasha Horner,0,0,2021-01-13 14:41:08+00:00,5Fg9oZk-5uA,0,I Bought Everything In 5 Stores,2021-01-13
1762,I want to be her student :(,UgyaSSDyhtWWsJuqPCJ4AaABAg,http://www.youtube.com/channel/UCUrDsx9Ddedn2e3eAO6hh9Q,Angelo Sierra,0,0,2021-01-13 14:41:01+00:00,LeYsRMZFUq0,0,"I Gave People $1,000,000 But ONLY 1 Minute To Spend It!",2021-01-13
1763,there isn’t one in indiana 😓,UgxVfMkfLU2uFyBcMpp4AaABAg,http://www.youtube.com/channel/UCk5clBmcH4iNFbFt1ZiFvTg,lynzi adams,0,0,2021-01-13 14:40:59+00:00,dg2Ag3e8W-Q,0,I Opened A Restaurant That Pays You To Eat At It,2021-01-13
1764,chris said: theres no way this is third grade. me: ITS THIRD GRADE,UgyZOqRinIuGT0QSd3J4AaABAg,http://www.youtube.com/channel/UCRKqsG9-Bicja9YHDmcIR0g,1 Awesome Blog By The Diva VIP Ladies,0,0,2021-01-13 14:40:50+00:00,A-vX1AGBGsc,0,I Went Back To 1st Grade For A Day,2021-01-13
1765,Your a legend if your watching this in 2021 and you got this in your recommend vids,UgwAtS4oFL_CWuDqeUJ4AaABAg,http://www.youtube.com/channel/UC9oyFwTBfrfsqMcwWShb--Q,MATTHEW GAMING,0,1,2021-01-13 14:40:47+00:00,QxGVgXf_LNk,0,"Going Through The Same Drive Thru 1,000 Times",2021-01-13
